Freq [GHz],Re(Y11) [S],Re(Y22) [S],Re(Y11) load-only [S]
4.591,0.009999999999999997,0.01,0.04
4.6,0.009999999999999992,0.009999999999999997,0.03999999999999999
4.609,0.009999999999999995,0.010000000000000002,0.04
4.618,0.009999999999999995,0.009999999999999998,0.039999999999999994
4.627,0.01,0.009999999999999998,0.04
4.636,0.01,0.009999999999999998,0.039999999999999994
4.645,0.01,0.01,0.04
4.654,0.009999999999999998,0.01,0.04
4.663,0.01,0.01,0.04
4.672,0.009999999999999998,0.01,0.04
4.681,0.010000000000000004,0.010000000000000002,0.04000000000000001
4.69,0.01,0.01,0.04
4.699,0.009999999999999998,0.01,0.04
4.708,0.009999999999999997,0.01,0.04
4.717,0.009999999999999997,0.009999999999999998,0.039999999999999994
4.726,0.009999999999999998,0.01,0.04
4.735,0.009999999999999997,0.009999999999999998,0.039999999999999994
4.744,0.009999999999999997,0.01,0.04
4.753,0.01,0.009999999999999997,0.03999999999999999
4.762,0.010000000000000009,0.009999999999999997,0.04
4.771,0.010000000000000002,0.009999999999999998,0.039999999999999994
4.78,0.010000000000000007,0.009999999999999998,0.04
4.789,0.010000000000000005,0.009999999999999995,0.03999999999999999
4.798,0.01,0.009999999999999998,0.04
4.807,0.01,0.01,0.039999999999999994
4.816,0.009999999999999997,0.01,0.04000000000000001
4.825,0.010000000000000002,0.010000000000000002,0.04
4.834,0.009999999999999998,0.01,0.04
4.843,0.009999999999999998,0.01,0.04
4.852,0.009999999999999998,0.01,0.04
4.861,0.009999999999999997,0.01,0.04
4.87,0.009999999999999998,0.01,0.04
4.879,0.009999999999999998,0.01,0.04
4.888,0.009999999999999992,0.009999999999999998,0.039999999999999994
4.897,0.009999999999999997,0.01,0.04
4.906,0.009999999999999998,0.01,0.04
4.915,0.010000000000000002,0.010000000000000002,0.04000000000000001
4.924,0.009999999999999997,0.01,0.04
4.933,0.010000000000000002,0.010000000000000002,0.04000000000000001
4.942,0.009999999999999997,0.009999999999999998,0.039999999999999994
4.951,0.010000000000000002,0.010000000000000002,0.04000000000000001
4.96,3.6028797018963944e14,3.602879701896395e14,0.03999999999999998
4.969,0.009999999999999998,0.01,0.04
4.978,3.6028797018963944e14,3.602879701896395e14,0.03999999999999998
4.987,0.010000000000000004,0.009999999999999998,0.04000000000000001
4.996,0.009999999999999997,0.009999999999999998,0.039999999999999994
5.005,0.009999999999999997,0.009999999999999998,0.039999999999999994
5.014,0.009999999999999997,0.009999999999999998,0.039999999999999994
5.023,0.010000000000000002,0.009999999999999998,0.04
5.032,0.009999999999999998,0.01,0.04
5.041,0.010000000000000005,0.01,0.04
5.05,0.010000000000000005,0.009999999999999997,0.039999999999999994
5.059,0.010000000000000002,0.01,0.04000000000000001
5.068,0.01,0.010000000000000002,0.04000000000000001
5.077,0.01,0.010000000000000002,0.04000000000000001
5.086,0.009999999999999998,0.01,0.04
5.095,0.009999999999999997,0.009999999999999995,0.03999999999999999
5.104,0.009999999999999997,0.009999999999999997,0.039999999999999994
